team_in_possession,ball_zone_x,ball_zone_y,mean_norm_hull,mean_dist_k,n_frames
Belgium,1,7,53.06173243241689,15.285989376045691,16
Belgium,2,0,72.85636650994137,14.222492242435793,16
Belgium,2,1,51.41966251432552,13.416969487109888,18
Belgium,2,2,54.391063037558204,13.820696002658648,38
Belgium,2,3,48.625932834270586,16.636485237194023,29
Belgium,2,4,47.62214572341924,13.714653530424547,20
Belgium,2,5,53.11636764027384,14.599701569550735,44
Belgium,2,6,57.10770194383307,13.049978651362082,21
Belgium,2,7,52.00475557051787,14.325541351665404,10
Belgium,3,0,66.12052255413265,14.064729798001709,22
Belgium,3,1,60.74038773796272,13.834699308426057,17
Belgium,3,2,60.85939752776637,14.270953136607494,29
Belgium,3,3,57.630519851695105,15.600231794391451,21
Belgium,3,4,48.09088149738373,13.011255464732942,29
Belgium,3,5,53.20700541040867,12.79598576783522,38
Belgium,3,6,59.588689496276906,12.53383370617251,14
Belgium,3,7,62.84551213094322,15.77199427265488,17
Belgium,4,0,75.4184698964937,12.357073391699549,31
Belgium,4,1,60.95852941417961,12.667150461169305,46
Belgium,4,2,54.45208190207861,13.140068328848868,33
Belgium,4,3,59.3949355121865,13.58739326717001,28
Belgium,4,4,54.312352046638075,11.55683046284324,27
Belgium,4,5,61.22782712452272,11.508818651415899,33
Belgium,4,6,60.04658213594035,10.818628115040225,29
Belgium,4,7,65.78941687877068,12.596834575132243,19
Belgium,5,0,66.28781363665641,12.546627043337557,27
Belgium,5,1,63.741643781047365,11.361087169445724,28
Belgium,5,2,60.11240618285518,11.914618714570917,27
Belgium,5,3,60.628082260421294,11.046533838320256,26
Belgium,5,4,51.58766947271462,11.373386406752102,25
Belgium,5,5,61.67374559372772,10.848149570865456,37
Belgium,5,6,64.50874145967241,11.337274911080142,33
Belgium,5,7,76.1257571602414,12.481678807498755,31
Belgium,6,0,60.440367062619025,11.907880576812012,36
Belgium,6,1,54.28103156703059,10.449421353595135,22
Belgium,6,2,57.73286163534429,10.005134317813832,31
Belgium,6,3,55.83330359471303,10.186003219143972,20
Belgium,6,4,53.71286325797683,10.325645192827565,34
Belgium,6,5,63.98683799863929,9.785257866230234,31
Belgium,6,6,65.19509518538086,11.043472499086482,25
Belgium,6,7,72.05113923133324,11.04480643341932,27
Belgium,7,0,59.662517440855936,9.830972928490779,40
Belgium,7,1,57.499749697501926,9.925922710619421,25
Belgium,7,2,48.95236423375207,8.672549055203463,21
Belgium,7,3,48.318356990844336,8.919426707051752,15
