team_in_possession,ball_zone_x,ball_zone_y,mean_norm_hull,mean_dist_k,n_frames
France,8,4,45.78615445329415,7.206976139337306,26
France,8,5,42.887464042628125,7.97448090046044,27
France,8,6,44.876277432632214,9.264413686898333,61
France,8,7,58.232770761275425,11.468092774804958,46
France,9,0,48.51924943417285,11.412319839657194,35
France,9,1,38.76032320660522,8.138957291755645,44
France,9,2,38.39365739092166,5.715767013404626,47
France,9,3,35.52126901081406,5.3111284718346194,19
France,9,4,30.508539236127767,5.858721379273272,18
France,9,5,34.740827378354375,6.723849116799715,40
France,9,6,32.86734284600734,8.022190606640839,40
France,9,7,43.71451219172844,11.73350465400969,43
France,10,0,40.83475100903528,11.15852416028653,30
France,10,1,35.836419656143796,8.766908390902865,23
France,10,2,30.533130265801066,5.575665462014747,21
France,10,5,28.214754438889432,5.5494665072072635,19
France,10,6,27.69031820740483,7.865689511710056,21
France,10,7,40.694750145646545,11.838250054881504,30
France,11,0,20.014849608059382,23.847132444727904,12
France,11,1,33.886326268172475,10.203155755102648,15
France,11,2,25.00306212871324,6.216363872397132,16
France,11,5,20.50496126593955,6.659023074866436,22
France,11,6,27.930643736560086,9.993582519135487,23
France,11,7,20.73864729593291,21.650299597001318,21
Georgia,0,3,59.80244423346236,26.125736393597066,20
Georgia,0,4,68.60810074934619,25.44732039777856,17
Georgia,1,1,60.566771758845114,14.180167438053807,12
Georgia,1,2,56.97287898898885,13.650732277593937,11
Georgia,1,3,65.83231413953645,13.227501912135052,23
Georgia,1,4,54.08075545684717,14.180874742781322,25
Georgia,1,5,61.081416406418604,13.525364733262684,13
Georgia,1,6,67.7522920728812,11.690321535005193,13
Georgia,2,0,57.042093455598504,12.46387492072375,10
Georgia,2,1,59.014769963812746,12.441172039945885,24
Georgia,2,2,63.26047523305447,11.15368703721385,22
Georgia,2,3,57.66596927532554,8.368380827446263,13
Georgia,2,4,48.11345334619743,10.359682756878266,17
Georgia,2,5,59.095494914342005,12.537727713647085,23
Georgia,2,6,73.16684962472779,11.409526161186385,18
Georgia,2,7,76.88912532946905,11.355791154644844,14
Georgia,3,0,60.68648043156083,12.608116394501607,17
Georgia,3,1,70.05742322374816,11.290363087539411,18
Georgia,3,2,57.398089250171445,7.297192959953765,19
Georgia,3,3,60.99124617975347,11.293129664605834,16
Georgia,3,4,54.10199131080208,13.151395856332666,16
Georgia,3,5,74.91646682374885,9.395124888156136,14
Georgia,3,6,68.36429327946527,11.029352728221443,14
Georgia,3,7,66.99912965364352,10.238237862560243,22
Georgia,4,0,68.94432988750968,11.037560392521408,19
Georgia,4,1,60.786560635243866,11.425404674529112,22
Georgia,4,2,63.10480502403025,11.116716186540819,27
Georgia,4,3,61.65632262306898,10.748826907042405,16
Georgia,4,4,59.771152960351586,10.842650190920008,14
Georgia,4,5,61.2725232091611,10.231655558000941,18
Georgia,4,6,66.47705371110129,10.616745471940407,22
Georgia,4,7,69.56378835544923,10.347028306691522,29
Georgia,5,1,54.568469528318175,12.580713660342433,16
Georgia,5,2,54.300896137225585,9.225125416082003,16
Georgia,5,3,52.30765651236665,10.908052192294177,20
Georgia,5,4,52.68153845538372,9.896430321366031,19
Georgia,5,5,60.07383049060506,9.073900475710623,17
Georgia,5,6,60.69652724995807,8.607381705148857,27
Georgia,5,7,70.22072392070929,10.595508749645019,36
Georgia,6,0,66.189906484883,10.988890215464068,12
Georgia,6,1,59.53999508768974,9.128406911576212,18
Georgia,6,4,46.9023370048246,9.217310042756424,13
Georgia,6,5,56.41242326949341,7.808178755591658,12
Georgia,6,6,58.437446584080575,7.987448897300781,21
Georgia,6,7,57.42039287127735,10.130149571764063,24
Georgia,7,0,59.48506756445391,12.032193306699792,17
Georgia,7,1,48.79353994840902,8.507392579147448,21
Georgia,7,6,48.44207392905581,8.26561056780707,13
Georgia,7,7,60.872391558569404,10.811994422095841,14
Georgia,8,0,59.92748362759396,11.01979086631816,10
Georgia,8,1,51.206575212032355,9.66214036802183,12
Georgia,8,7,51.743593161902396,11.880531286598323,18
Georgia,9,1,42.766165521661655,9.366328310505414,12
Georgia,9,7,48.44850301823056,9.070609146742274,10
Georgia,10,7,44.10121950290182,10.590125532784661,11
Georgia,11,0,23.495547291138813,22.647832765504074,10
Germany,0,3,63.95227043395497,17.860369140271604,15
Germany,0,4,49.082593571257696,17.052373639915164,19
Germany,0,5,69.1990213609959,14.00975528876802,11
Germany,0,6,57.18200147423483,14.099021376614548,13
Germany,1,0,59.0279767256835,11.322439613495487,14
Germany,1,1,47.282245639953935,11.105603873130978,11
Germany,1,2,48.96825830486307,11.327074710228443,14
Germany,1,3,60.48349396883464,16.09951266352054,24
Germany,1,4,53.98373995463662,13.509859643524248,29
Germany,1,5,55.25477629902392,13.1615413258186,14
Germany,1,6,62.59546545044109,13.290095342454435,14
Germany,1,7,53.32399700508268,11.40887914491743,11
Germany,2,0,58.1370127650434,11.451840795134773,13
Germany,2,1,56.31439468000507,12.926917245825475,23
Germany,2,2,54.55456003056259,10.542023667900319,27
Germany,2,3,45.895230170803316,12.209641633779311,25
Germany,2,4,51.58565136174296,10.890364183800203,21
Germany,2,5,45.227776143899604,12.34354898227502,27
Germany,2,6,54.438594675762715,12.11420131706754,11
Germany,2,7,57.220579658480275,12.383313003619397,17
Germany,3,0,68.82849323156108,13.34331188847682,18
Germany,3,1,57.80589120658533,9.824073277933064,20
Germany,3,2,52.739211368786385,10.401268886768202,34
Germany,3,3,47.3202989937597,12.83406738121478,27
Germany,3,4,47.07773623005239,11.713460252502934,22
Germany,3,5,55.98265419379269,11.631363206284341,31
Germany,3,6,56.49794505894669,11.580385693019242,26
Germany,3,7,68.71383098979739,11.23190979226499,16
Germany,4,0,62.420603655488776,12.515554300979453,20
Germany,4,1,56.338528498922756,10.853639214595905,26
Germany,4,2,48.268659760484624,10.155417087953648,40
Germany,4,3,48.30944821351211,11.261787767983163,39
Germany,4,4,43.338612428380586,11.480009132831103,58
Germany,4,5,49.8414171832238,11.66644824949388,48
Germany,4,6,56.98231471517357,11.99983266054034,33
Germany,4,7,66.18361450546404,11.456385679902166,20
Germany,5,0,64.46108051458643,11.157302134693753,29
Germany,5,1,49.566283274227416,10.51984244511715,47
Germany,5,2,49.4326501564915,9.85531233752734,61
Germany,5,3,40.74252171865522,10.217246464874925,55
Germany,5,4,43.5646533799679,11.186806521640909,59
Germany,5,5,48.460698574086265,11.412798795453492,62
Germany,5,6,53.442794091928874,12.614114963138492,36
Germany,5,7,57.96431590416898,11.451463458619454,33
Germany,6,0,59.37871881989874,10.886951746782719,36
Germany,6,1,47.59175589948405,10.374523841046093,43
Germany,6,2,42.779916157277135,8.468761858922827,57
Germany,6,3,44.433027500879604,9.678509565155073,69
Germany,6,4,43.72972689523915,9.819472467237839,74
Germany,6,5,44.85155148544664,9.907878702486157,68
Germany,6,6,49.85951652813256,11.205180251543934,62
Germany,6,7,55.721611427447336,11.871239732956207,39
Germany,7,0,54.13804693716626,10.2772363886218,39
Germany,7,1,47.250091086935036,9.166661157966674,68
Germany,7,2,38.89613007575621,8.426104923211215,54
Germany,7,3,38.46002525518514,9.034191750430507,70
Germany,7,4,36.84047134985754,8.748196117417082,61
Germany,7,5,40.20355699956891,9.796831470474384,70
Germany,7,6,48.78946433089423,9.992991408854047,84
Germany,7,7,52.597985042373246,11.394113986093512,58
Germany,8,0,58.302929556573126,10.34764369793427,35
Germany,8,1,43.62353201611124,8.634657739763554,35
Germany,8,2,33.775270169108325,7.3879210465062215,35
Germany,8,3,35.38987946751257,6.7340258622631834,28
Germany,8,4,33.46124642371939,6.990058047813285,42
Germany,8,5,39.231105881874015,7.472649528448729,58
Germany,8,6,43.76524297017653,9.679820934859672,48
Germany,8,7,49.87205507141878,10.569020834960929,50
Germany,9,0,40.91529079154638,10.269658020619033,35
Germany,9,1,31.467132846528084,7.500361359965059,28
Germany,9,2,30.835952280890087,5.744663397480585,39
Germany,9,3,33.724991083811325,5.491402489979412,15
Germany,9,4,28.47687538272015,5.34944040108023,26
Germany,9,5,32.48271841794671,6.157550820018403,41
Germany,9,6,31.106383881354024,8.66008402756758,59
Germany,9,7,39.379816363686146,11.297721485613705,43
Germany,10,0,33.68915203136041,13.641836115173987,11
Germany,10,1,30.184131457497838,8.36507936031861,25
Germany,10,2,22.97898625975847,5.049801094698703,14
Germany,10,6,27.33808550394925,8.699869278175216,17
Germany,10,7,36.874072359181305,10.89096854922355,31
Germany,11,0,21.964184558093386,20.35463653044407,18
Germany,11,2,20.9733366648676,6.988331365247299,17
Germany,11,6,30.03357425740243,10.013423614427392,12
Germany,11,7,22.733378206479504,21.01059740279269,22
Hungary,0,3,42.44063061149841,18.646066418192678,12
Hungary,0,4,48.38662689770758,17.01357288841396,11
Hungary,1,1,67.12888750875074,15.681289360748037,12
Hungary,1,2,55.06021102375231,11.030370053770838,12
Hungary,1,3,42.69593059772089,13.990643105514218,17
Hungary,1,4,44.865075881517114,16.407221488813,15
Hungary,1,5,61.43793112853177,12.834796860146781,10
Hungary,1,7,63.933416734505066,13.328491217241618,11
Hungary,2,0,67.87174827514177,14.504843558670062,12
Hungary,2,1,54.79002461714443,12.471192784230645,15
Hungary,2,2,53.81861192587993,13.467310388797591,17
Hungary,2,3,45.99640275792339,15.237143463506646,10
Hungary,2,5,48.86899772653153,12.351324732817874,22
Hungary,2,6,52.69581967597792,12.160327913774694,17
Hungary,2,7,75.75659182768997,15.572537397872262,12
Hungary,3,0,55.05526529643961,14.022969077776185,16
Hungary,3,1,53.10704291170888,13.134176628453039,20
Hungary,3,3,51.97864379792725,13.541018002163591,12
Hungary,3,5,54.04834778180055,13.71734444636155,12
Hungary,3,6,55.45863529991251,10.747911351329313,16
Hungary,3,7,57.92499790212735,12.125872459519153,26
Hungary,4,0,69.93838647257502,11.887357658869691,19
Hungary,4,1,58.1165047860393,10.099080047959822,21
Hungary,4,2,51.56574355329894,13.30136254077751,14
Hungary,4,3,53.214735344656525,13.34732498837034,16
Hungary,4,4,50.64321473323986,13.547411706370065,12
Hungary,4,5,56.98741732856615,10.877963523544413,17
Hungary,4,6,57.302683350755636,10.601256580325076,25
Hungary,4,7,63.61830857670666,9.891940090953462,22
Hungary,5,0,55.20433076608151,13.935663377336457,21
Hungary,5,1,58.93069572028033,11.699923705534012,18
Hungary,5,2,67.92365427765871,10.535248394382256,11
Hungary,5,3,55.22773082654754,10.532201337774882,17
Hungary,5,4,53.358640839496935,8.894288258088844,12
Hungary,5,5,52.26542593159197,8.666622683049331,20
Hungary,5,6,63.234383009877035,9.952777188588744,25
Hungary,5,7,65.69729537044608,10.665911718373867,23
Hungary,6,0,57.616901160161895,11.702557711960804,25
Hungary,6,1,58.84964511412243,8.765436656963061,16
Hungary,6,2,45.57109787285227,10.099910374959954,13
Hungary,6,4,48.713559090949104,8.747237472370346,12
Hungary,6,5,46.29277465642583,10.00403178723612,10
Hungary,6,6,64.19973713774975,9.188351099350838,11
Hungary,6,7,72.03732502904259,11.593993437751074,16
Hungary,7,0,65.46535946533982,9.884801677123471,22
Hungary,7,1,59.30451172909536,10.127911506274454,15
Hungary,7,3,45.27845750466955,8.078633330567808,11
Hungary,7,5,56.98531083297289,7.215347989744104,11
Hungary,7,6,46.41700895711207,10.036512731735844,14
Hungary,7,7,60.41026006711693,11.533190347476095,22
Hungary,8,0,61.161601568362585,10.40950172002349,19
Hungary,8,1,59.85484936163936,8.401396959668713,15
Hungary,9,1,45.88021667651782,9.321826987104014,14
Hungary,9,7,43.37482910771632,13.788840143082817,13
Italy,0,3,81.7017164803492,17.53579263213389,22
Italy,0,4,71.22705399466179,18.78611612134699,21
Italy,1,2,65.45888786909892,11.18454666817686,14
Italy,1,3,62.24859008518643,14.62602177717984,19
Italy,1,4,81.77841737635839,12.851381486652565,15
Italy,1,5,63.25634657767657,11.518765261101253,17
Italy,1,6,69.57088049255758,12.360252086479257,10
Italy,2,1,63.611038344204786,9.427407793774073,13
Italy,2,2,60.38325187936156,10.58233592279108,21
Italy,2,3,55.78017196175966,13.970811101368316,18
Italy,2,4,67.0535528181648,13.110532903866908,13
Italy,2,5,66.75254319799531,12.214180508605585,23
Italy,2,6,60.45055479219431,11.296027730639413,16
Italy,2,7,58.980832764715544,10.029175183547999,20
Italy,3,0,60.33645677561635,9.568412026063632,14
Italy,3,1,67.98108000881577,12.787744625781524,13
Italy,3,2,64.78870310796091,11.579390505595152,20
Italy,3,3,67.24196832082966,11.872194301385946,22
Italy,3,4,58.57747735383869,12.918389307164121,16
Italy,3,5,67.39842529737868,10.835068119913913,27
Italy,3,6,67.8369357160354,12.193304319710608,15
Italy,3,7,63.982302710920855,10.922950688881118,23
Italy,4,0,81.34316090626068,11.614909378038453,12
Italy,4,1,71.56389846764554,11.181664434452554,29
Italy,4,2,69.06645660282354,10.487332264988055,37
Italy,4,3,59.22909758478737,13.255661933074425,37
Italy,4,4,60.757516430025575,12.304913097421448,40
Italy,4,5,64.88978273559276,11.43193016512683,34
Italy,4,6,63.99059839796109,11.565766808700959,22
Italy,4,7,72.91977952143989,11.88760295266372,21
Italy,5,0,68.3943090578876,11.080522989986097,10
Italy,5,1,58.04498530454232,10.934100222682835,14
Italy,5,2,59.256522279820715,10.99273183747671,35
Italy,5,3,52.002512328226636,11.474369570980315,44
Italy,5,4,50.77768752070201,9.965369677732344,43
Italy,5,5,52.36168361783182,10.580182327642685,47
Italy,5,6,60.480599217574806,10.923446372888046,31
Italy,5,7,67.16913065981569,11.624154036677895,20
Italy,6,0,62.89255416605916,11.420629869552807,18
Italy,6,1,57.35326074800475,10.096780800610366,34
Italy,6,2,53.22404471703196,10.733149651202703,49
Italy,6,3,49.05000648740646,9.767442207620086,49
Italy,6,4,47.67642792660459,10.16140174137375,61
Italy,6,5,49.67647702855223,9.666443661601242,59
Italy,6,6,55.66156017983451,11.159361356433244,43
Italy,6,7,64.2753247983177,11.548748834850116,27
Italy,7,0,64.50532820338294,11.167324462841517,30
Italy,7,1,50.32018152514981,10.667704695240426,42
Italy,7,2,45.62071601038793,9.779798761497318,41
Italy,7,3,46.42860247227301,9.543562182395874,38
Italy,7,4,44.50989646412382,9.169376594695962,44
Italy,7,5,44.80314758805847,9.970331493429695,64
Italy,7,6,49.002391354392806,10.076605906667725,46
Italy,7,7,56.99208544797557,11.039326035200594,23
Italy,8,0,55.75184746239606,11.997630154983352,22
Italy,8,1,44.1923825475308,9.902787762956295,38
Italy,8,2,44.81563965444333,8.250261578516016,32
Italy,8,3,38.42163269964734,7.72685975708052,14
Italy,8,4,38.00044358578332,7.62097141283411,27
Italy,8,5,39.588597664002165,8.112552182719808,32
Italy,8,6,41.21724943616781,9.276959109945787,35
Italy,8,7,50.84237026986716,11.147294012467578,26
Italy,9,0,51.93318284149099,11.474311238100436,21
Italy,9,1,40.5708322799086,8.239824084746534,31
Italy,9,2,36.190902976098876,5.627567258747631,14
Italy,9,4,27.756156547426183,5.4854105025863396,12
Italy,9,5,29.61885051673475,5.835909328789202,15
Italy,9,6,36.02768842731646,6.333362921680699,27
Italy,9,7,44.34952228662766,10.339291931117922,12
Italy,10,6,32.5782883436496,8.797027580377241,12
Italy,11,0,17.65458617219655,22.082078609081268,11
Italy,11,5,23.713316613522498,7.541512940533439,10
Netherlands,0,3,88.05614877795341,18.477879987891523,22
Netherlands,0,4,79.05406055918448,19.878257584351104,32
Netherlands,1,2,74.63276251729206,14.496410283528498,11
Netherlands,1,3,66.93172209111633,16.021521511664155,31
Netherlands,1,4,71.32069582228016,18.23818910659653,36
Netherlands,1,5,62.88687912696299,16.043947500808173,23
Netherlands,1,6,73.54864606899214,15.508112828789086,11
Netherlands,2,1,66.9235531592127,11.795877128838018,17
Netherlands,2,2,59.960521392592426,12.128862711545512,32
Netherlands,2,3,61.94102603911799,14.617810370048083,35
Netherlands,2,4,68.51891418096447,14.90895040951102,23
Netherlands,2,5,69.21437067989687,14.394416601468729,40
Netherlands,2,6,75.14068092992959,13.970514964536294,36
Netherlands,2,7,71.17598387185527,12.978693241704645,14
Netherlands,3,0,62.186848309297325,10.96519543836695,14
Netherlands,3,1,66.19061626931747,12.342486418530138,23
Netherlands,3,2,68.54306267313683,13.789915132448515,36
Netherlands,3,3,69.97400977997516,14.216542427483937,23
Netherlands,3,4,63.927558740290266,14.325160777233668,32
Netherlands,3,5,66.97808783566109,14.403697147695546,34
Netherlands,3,6,69.90486760114291,12.989499238350206,38
Netherlands,3,7,72.54634436705804,11.95915564750392,19
Netherlands,4,0,72.76987037549374,11.255471977088547,30
Netherlands,4,1,65.36676360582084,13.190945056836366,26
Netherlands,4,2,52.77929341873747,11.230605715248322,36
Netherlands,4,3,50.93432812782325,12.04335718096145,54
Netherlands,4,4,61.13145394933949,11.6023249526492,26
Netherlands,4,5,59.15654317632562,11.209942105773095,65
Netherlands,4,6,62.91391108132516,11.175564541883945,40
Netherlands,4,7,66.15331287453472,12.865257007606365,32
Netherlands,5,0,63.43489655187532,11.652455940825723,19
Netherlands,5,1,57.266656508186195,10.485052753009324,32
Netherlands,5,2,57.55581483856421,10.186092537524763,36
Netherlands,5,3,46.77321751899489,11.283178568117329,48
Netherlands,5,4,55.654754622320745,10.827412443230576,48
Netherlands,5,5,60.43511634074346,10.885136651761142,57
Netherlands,5,6,60.29586596343224,13.854506154401006,39
Netherlands,5,7,69.22525163646154,10.715806613972417,28
Netherlands,6,0,62.18627479189768,10.199924613216252,35
Netherlands,6,1,55.0888675997759,10.898434727532932,36
Netherlands,6,2,51.54615906928801,9.999050745249637,38
Netherlands,6,3,50.87640421766454,10.186348846819524,39
Netherlands,6,4,47.30048087329009,11.275597983818024,55
Netherlands,6,5,53.09953113495845,9.878535438482317,49
Netherlands,6,6,58.08049336307422,10.72807099948211,46
Netherlands,6,7,61.30154771346053,10.59708213951315,39
Netherlands,7,0,56.97841514532017,10.420562172278794,25
Netherlands,7,1,55.57614921701516,9.221641986247183,30
Netherlands,7,2,45.57586910533901,9.608722995848147,45
Netherlands,7,3,40.99126173003071,9.022771497128526,32
Netherlands,7,4,38.90338970956023,8.050620084670669,33
Netherlands,7,5,49.54985119220258,9.491284824559381,58
Netherlands,7,6,51.435145550545286,11.09553969448825,47
Netherlands,7,7,56.64423459366335,11.639414730698848,58
Netherlands,8,0,53.67990094076833,10.51188540687118,31
Netherlands,8,1,44.3705411421144,8.460540380574159,34
Netherlands,8,2,43.88637863656296,7.716697866881163,28
Netherlands,8,3,35.41190436455048,6.724750283239573,29
Netherlands,8,4,33.197542074823225,7.3116506070789224,21
Netherlands,8,5,42.856845138437635,7.046099453860023,30
Netherlands,8,6,48.35023575831016,8.563100569130182,42
Netherlands,8,7,51.583190380966734,10.270008467672671,50
Netherlands,9,0,46.21888427767643,10.064740643943665,24
Netherlands,9,1,36.797894825265004,8.522102994545534,31
Netherlands,9,2,31.372444111628752,5.881312837872776,24
Netherlands,9,3,26.773576124807587,5.42601033936813,18
Netherlands,9,5,38.4549546332837,6.031808615996881,22
Netherlands,9,6,42.53405002609957,8.087597073591027,28
Netherlands,9,7,44.95507978836355,11.050955106155255,28
Netherlands,10,0,39.157280028192524,8.880028700346957,11
Netherlands,10,1,31.593706319243875,8.154017737960078,19
Netherlands,10,2,27.75114523213589,5.539732240034674,19
Netherlands,10,6,33.542395580466724,8.1851808671112,17
Netherlands,10,7,38.2925902421303,11.841712133603933,21
Netherlands,11,2,22.05722262507326,6.637872897773277,15
Netherlands,11,5,19.095484131877917,7.169939017550461,11
Poland,0,3,68.51246791954202,24.190761680393212,11
Poland,0,4,66.19321682209114,21.26054043581715,16
Poland,0,5,80.41832729766955,14.206382477124027,11
Poland,1,2,73.09970767712996,12.667551819146105,12
Poland,1,3,64.57789085541515,17.444181217986458,17
Poland,1,4,71.96772142686778,14.518152395323634,17
Poland,1,5,71.09092516232725,12.220641451816002,14
Poland,2,1,77.4848742618501,12.518683400816045,12
Poland,2,2,64.30687734262325,13.307792653615063,17
Poland,2,3,65.87193130053154,13.20718658300683,10
Poland,2,4,67.7636543512991,12.5786785054543,10
Poland,2,7,65.33756357521987,9.677444665832013,11
Poland,3,0,74.89237578540717,11.690184664992755,22
Poland,3,1,73.03509014485512,11.278460002206982,19
Poland,3,2,68.1584297712235,11.998668582152115,18
Poland,3,3,69.55994931851775,12.017566730100743,15
Poland,3,4,70.41269273827429,12.392306951578709,21
Poland,3,5,66.65238523676348,9.724397539203366,16
Poland,3,7,71.01775311907868,12.337284339672205,13
Poland,4,0,66.4099996534166,11.212912504186908,25
Poland,4,1,63.77775199294644,9.515332086904287,12
Poland,4,2,62.90183361607722,10.82883625578173,18
Poland,4,3,63.48055203062037,9.706145163525067,11
Poland,4,4,64.85905602977138,9.618109814360238,19
Poland,4,5,72.08582489683758,10.474270049192285,15
Poland,4,6,70.62345108246018,9.115282107066683,17
Poland,4,7,68.51924786874683,10.47599518543182,25
Poland,5,0,78.40402692796506,11.074660400491418,25
Poland,5,1,68.84788964486438,10.510937069821763,16
Poland,5,2,62.94648658595725,9.787382189144788,22
Poland,5,4,65.67448105017182,9.633896826559559,15
Poland,5,5,65.35301120127458,8.30617668321303,21
Poland,5,6,67.12267579660966,8.124795366997606,14
Poland,6,0,72.6010368872533,9.676716901331051,20
Poland,6,1,73.75413508961466,9.270227452664761,10
Poland,6,4,59.46716040643038,7.682198861279677,14
Poland,6,5,56.49555852832072,8.051029286452941,11
Poland,6,6,63.64785848827628,8.23105717024396,11
Poland,6,7,66.75011757255936,9.457388002473705,10
Poland,7,0,65.21946273891818,10.718078979111736,28
Poland,7,1,58.692486975984934,8.142195543902247,16
Poland,7,2,52.84696408626839,7.867466907331491,11
Poland,7,5,47.797382795491856,7.695289445684428,14
Poland,8,0,62.7826323216525,10.00157905428852,18
Poland,8,1,57.498904297374914,9.442826821553362,19
Poland,9,0,55.77349838571564,9.251468277548806,21
Poland,9,1,41.48505474600768,6.360823745334949,11
Portugal,0,3,71.49243460464449,19.72831452297657,11
Portugal,0,4,70.71555106118085,17.58603821080534,18
Portugal,1,1,72.4519182899801,12.9654626706971,11
Portugal,1,2,61.218379890295736,12.311299191406558,15
Portugal,1,3,60.650244619764614,19.128133009828513,28
Portugal,1,4,69.76072074262113,17.618908068523396,28
Portugal,1,5,65.12764028659907,15.615101994930058,15
Portugal,2,0,70.85206856136907,14.03055321998777,20
Portugal,2,1,60.56416047384588,14.585880666287505,28
Portugal,2,2,62.14845727052422,14.741250160841707,41
Portugal,2,3,57.522964379745716,13.789704240705115,23
Portugal,2,4,66.60943631570535,15.183585101643644,17
Portugal,2,5,64.63253660126848,15.12336720797063,27
Portugal,2,6,70.44184773398914,15.330695669138114,20
Portugal,2,7,66.28021009651685,11.511221235515,12
Portugal,3,0,74.26887638290076,13.053790388801739,24
Portugal,3,1,67.85253117087481,12.54163376928112,39
Portugal,3,2,62.58961120536399,13.1815641187386,44
Portugal,3,3,61.52527020588135,12.775083484698603,34
Portugal,3,4,68.81256758014902,13.952559182952484,32
Portugal,3,5,62.2436170741142,13.194714329758071,31
Portugal,3,6,66.16876736144094,13.606055281056456,30
Portugal,3,7,77.81389522670138,13.80640826649134,18
Portugal,4,0,77.58282197345343,12.478752636846286,32
Portugal,4,1,65.81358253021855,12.985741451494999,49
Portugal,4,2,62.5509744832907,12.339258711985574,49
Portugal,4,3,60.38948408640665,13.213830022756166,44
Portugal,4,4,59.149106523039194,12.011123203946292,38
Portugal,4,5,63.383570187110735,12.697193864060672,45
Portugal,4,6,63.44125231491393,11.528029565151435,47
Portugal,4,7,75.9219665105431,13.028931823270433,44
Portugal,5,0,66.67054661202809,11.8744562377925,59
Portugal,5,1,62.21120034303925,11.189169119905165,49
Portugal,5,2,56.97895901140144,11.680261532065021,63
Portugal,5,3,58.964325962598465,12.225721720971183,60
Portugal,5,4,54.10483790704308,11.696972734868933,51
Portugal,5,5,61.45499807540283,11.298822755547347,47
Portugal,5,6,66.01554943787131,10.851430119006665,52
Portugal,5,7,67.51178562790122,12.443661246261863,41
Portugal,6,0,62.022779789925394,12.32270872556698,76
Portugal,6,1,55.1507734081479,10.933383118028516,72
Portugal,6,2,54.3086508344299,11.13198066541735,70
Portugal,6,3,50.99509044085537,10.255418458597582,42
Portugal,6,4,51.3868622750213,10.868557176269219,44
Portugal,6,5,54.38783496260864,11.038855149714609,59
Portugal,6,6,58.678520842512334,11.05869283856962,58
Portugal,6,7,60.54392440309659,11.21810864214823,51
Portugal,7,0,59.8851431469397,10.963316701095001,101
Portugal,7,1,54.605885705445615,10.402717777457193,71
Portugal,7,2,49.009527413438626,9.56504936433297,50
Portugal,7,3,51.57389123085108,9.046496942664568,29
Portugal,7,4,47.755496949543456,8.393579009554257,26
Portugal,7,5,52.90761689485568,9.750450888298534,61
Portugal,7,6,56.335037586698746,10.348148020254307,100
Portugal,7,7,58.3909296876619,11.668937951496321,81
Portugal,8,0,54.62305835288095,9.984043791445371,74
Portugal,8,1,52.36523860042629,8.766377833350791,59
Portugal,8,2,47.57514453767,7.309332331799505,41
Portugal,8,3,47.026776052030286,7.899130035924744,18
Portugal,8,4,42.11172249740342,7.331124843353869,19
Portugal,8,5,42.681814832450044,8.070783474812796,39
Portugal,8,6,52.755145154291114,9.075272899821504,70
Portugal,8,7,56.20637860141598,10.36598022995185,67
Portugal,9,0,45.847120446124414,9.846969030315252,52
Portugal,9,1,42.36696850582693,7.455055522717066,37
Portugal,9,2,41.6471937029417,5.521786212204547,24
Portugal,9,3,41.01312857525514,4.790667782856823,11
Portugal,9,4,33.05003524067983,5.2824219707976905,13
Portugal,9,5,34.298215735685986,6.057452781416709,26
Portugal,9,6,39.42657926579513,7.997541453064379,54
Portugal,9,7,46.28137348307791,9.812720077683254,67
Portugal,10,0,42.34466826495259,9.981600142623318,26
Portugal,10,1,31.276552148901537,7.46468823462776,26
Portugal,10,2,27.98104748159711,5.331013187338082,10
Portugal,10,5,26.21023332901999,6.175572209215448,15
Portugal,10,6,35.23127682556363,8.081272106323294,28
Portugal,10,7,43.30587762777208,11.02208837373787,19
Portugal,11,0,21.869043750865323,20.705384111307755,22
Portugal,11,1,27.933634072152376,9.990248416915911,12
Portugal,11,2,23.23340114986222,7.072735726032665,17
Portugal,11,6,29.67702875470853,8.573368537485207,18
Portugal,11,7,23.527182169993953,19.898413805946927,21
Romania,0,3,71.34396469329174,25.149718285005843,13
Romania,0,4,59.051453556074264,25.72735492706577,15
Romania,1,0,62.68635549776719,12.996174269573471,12
Romania,1,2,46.883709732976875,15.066582316941647,11
Romania,1,3,58.56998267977525,19.54299711620084,20
Romania,1,4,58.7439695893117,17.09186923604138,21
Romania,2,0,64.35214807510165,12.900825248615186,13
Romania,2,1,66.88164411599575,13.969690184687902,17
Romania,2,2,61.118968590982504,17.387040564152358,20
Romania,2,3,56.88316507261901,13.464494172053397,10
Romania,2,5,72.16521833894959,15.110648320973361,12
Romania,2,6,69.01015492687861,13.620018666934634,18
Romania,2,7,58.453734466955076,12.448693761389599,15
Romania,3,0,60.96514161166175,13.304057800658525,12
Romania,3,1,63.80380281828458,11.526329991001074,10
Romania,3,2,56.991864074220246,12.499623063035472,19
Romania,3,3,44.653522460840904,11.766113026182207,10
Romania,3,5,51.38610533799879,13.96581231116063,15
Romania,3,6,50.18517652214475,11.438508470342835,10
Romania,3,7,50.66345041958591,10.206884678924583,14
Romania,4,0,70.9067305721368,12.119469838301828,17
Romania,4,1,66.50978132326073,11.618237361558485,19
Romania,4,2,54.631072756105496,10.762391722470184,20
Romania,4,3,57.821140138443276,9.987612320502329,10
Romania,4,4,54.18740390494292,11.97545585457253,12
Romania,4,5,51.89061866700742,9.97309083663437,17
Romania,4,6,61.58924663777131,10.501505829954123,13
Romania,4,7,59.59198141813753,11.855665523400571,19
Romania,5,0,69.93773785332122,11.21031779914233,23
