player,team,urs_sum,off_ball_potential_sum,off_ball_captured_sum,xepv_mean,n_confident_candidates,n_received,receiver_conf_rate,primary_role,minutes_played,macro_role,urs_per90,off_ball_potential_per90,n_confident_per90,capitalization_rate,latency_rate,urs_pct_within_role,potential_pct_within_role,xepv_mean_pct_within_role,latency_pct_within_role
Maximilian Mittelstädt,Germany,2.6454285135215696,4.321503497166306,1.6760749836447366,0.017217145407037077,251,87,0.3466135458167331,Left Back,311,FB,0.7655580907297147,1.2505958673471624,72.63665594855306,0.38784533779592484,0.6121546622040752,96.5,96.5,86.0,78.9
Jonathan Tah,Germany,2.7080948960055595,4.809220421318829,2.1011255253132703,0.013433576595862652,358,145,0.40502793296089384,Left Center Back,324,CB,0.7522485822237666,1.3358945614774527,99.44444444444444,0.43689524314568223,0.5631047568543177,100.0,100.0,95.1,50.8
Pierre-Emile Højbjerg,Denmark,2.9495665373878017,4.9787337215542,2.0291671841663983,0.013753408070591711,362,131,0.36187845303867405,Left Defensive Midfield,362,MID,0.7333176474168568,1.237806726353254,90.0,0.40756692316795723,0.5924330768320427,92.3,89.2,44.6,87.7
Rodrigo Hernández Cascante,Spain,4.18565600152142,7.240734998889834,3.055078997368414,0.014657358297347841,494,182,0.3684210526315789,Right Defensive Midfield,532,MID,0.7080996995055033,1.2249363719926412,83.57142857142857,0.42192940327699135,0.5780705967230086,90.8,86.2,61.5,80.0
Nicolò Barella,Italy,2.6489329477747416,4.5247780417717545,1.8758450939970133,0.014786856345659329,306,119,0.3888888888888889,Left Center Midfield,345,MID,0.6910259863760195,1.1803768804621968,79.82608695652173,0.4145717373713416,0.5854282626286584,89.2,81.5,64.6,84.6
Mateo Kovačić,Croatia,1.7295900398878614,3.217558018590306,1.4879679787024447,0.016671285070416094,193,83,0.43005181347150256,Left Center Midfield,229,MID,0.6797515440607316,1.264542452721081,75.85152838427948,0.4624525712062719,0.5375474287937281,87.7,90.8,87.7,58.5
Giovanni Di Lorenzo,Italy,2.752574784080885,5.027467818514343,2.274893034433458,0.013888032647829677,362,155,0.4281767955801105,Right Back,369,FB,0.6713597034343622,1.2262116630522788,88.29268292682927,0.4524928088163689,0.5475071911836311,94.7,94.7,36.8,31.6
Fabián Ruiz Peña,Spain,4.098893715851683,7.674586114690657,3.5756923988389735,0.01636372305904191,469,200,0.42643923240938164,Left Defensive Midfield,559,MID,0.6599292207990187,1.2356220935995692,75.50983899821108,0.4659133854781302,0.5340866145218698,86.2,87.7,81.5,55.4
Declan Rice,England,5.0495443262748765,9.240515005149529,4.190970678874653,0.014832287327687847,623,249,0.3996789727126806,Left Defensive Midfield,691,MID,0.6576830526262502,1.2035403045780864,81.14327062228654,0.45354297639678304,0.5464570236032169,84.6,84.6,66.2,66.2
İlkay Gündoğan,Germany,2.783363448391283,4.877276894410473,2.09391344601919,0.019587457407270976,249,98,0.39357429718875503,Center Attacking Midfield,382,CAM,0.655766257474386,1.1490966505155564,58.66492146596858,0.4293201906208948,0.5706798093791052,95.0,95.0,65.0,45.0
