player,team,primary_role,minutes_played,passes_total,passes_analysed,coverage_pct,gravity_hull_pct,gravity_proximity_pct,gravity_composite_pct,gravity_n,gravity_directional_m,gravity_directional_n,passes_op,lb_geom,lb_epv,lb_quality,epv_added_sum,epv_added_mean,defenders_bypassed_mean,between_lines_n,hull_penetration_n,pressure_resistance_n,lb_geom_pct,lb_epv_pct,lb_quality_pct,between_lines_pct,hull_exit_n,hull_exit_pct,hull_penetration_pct,pressure_resistance_pct,epv_penetration_mean,epv_penetration_sum,penetration_n,epv_inside_circ_mean,epv_inside_circ_sum,inside_circ_n,lb_geom_per90,lb_epv_per90,lb_quality_per90,epv_added_per90,epv_penetration_per90,epv_inside_circ_per90,penetration_per90,inside_circ_per90,between_lines_per90,successful_hull_exits_per90,successful_hull_penetrations_per90,macro_role
Mykola Matvienko,Ukraine,Left Center Back,278,228,211,92.5438596491228,-0.0334398351611238,-34.21093769402452,-17.122188764592824,191,-3.1638596187669257,187,190.0,6.0,34.0,6.0,0.6910292316666635,0.0036369959561403345,0.7,16.0,174.0,0.0,3.1578947368421053,17.894736842105264,3.1578947368421053,8.421052631578947,16.0,62.5,9.770114942528735,,0.0041329705882352415,0.0702604999999991,17.0,0.0016145277777777501,0.0096871666666665,6.0,1.9424460431654678,11.007194244604317,1.9424460431654678,0.22371449946043062,0.022746205035970933,0.003136133093525126,5.503597122302159,1.9424460431654678,5.179856115107914,3.237410071942446,5.503597122302159,CB
Abdülkerim Bardakcı,Turkey,Left Center Back,369,216,172,79.62962962962963,-0.4822461060798593,-23.51829158274644,-12.000268844413151,161,-3.9761692822337023,138,154.0,4.0,20.0,4.0,0.9818472139999962,0.006375631259740235,0.7662337662337663,8.0,146.0,0.0,2.5974025974025974,12.987012987012985,2.5974025974025974,5.194805194805195,8.0,62.5,10.273972602739725,,0.015316791666666621,0.3063358333333324,20.0,0.0001724999999999,0.0001724999999999,1.0,0.975609756097561,4.878048780487805,0.975609756097561,0.2394749302439015,0.07471605691056887,4.207317073168293e-05,4.878048780487805,0.24390243902439024,1.951219512195122,1.2195121951219512,3.6585365853658534,CB
João Maria Lobo Alves Palhinha Gonçalves,Portugal,Left Defensive Midfield,300,185,167,90.27027027027027,1.7580907845062566,15.041295989511678,8.399693387008966,164,1.2381127686972642,161,149.0,5.0,15.0,2.0,0.38025145808333305,0.0025520232086129733,0.7651006711409396,47.0,102.0,1.0,3.3557046979865772,10.06711409395973,1.342281879194631,31.543624161073826,47.0,72.3404255319149,10.784313725490197,0.0,0.011090486111111015,0.13308583333333218,12.0,0.01569299999999994,0.1569299999999994,10.0,1.5,4.5,0.6000000000000001,0.11407543742499991,0.03992574999999965,0.04707899999999982,3.6,3.0,14.100000000000001,10.2,3.3,MID
İlkay Gündoğan,Germany,Center Attacking Midfield,382,168,157,93.45238095238096,-7.275374073338154,18.032615824727905,5.378620875694873,152,3.0173062181888235,142,150.0,8.0,12.0,3.0,1.1484793635666672,0.007656529090444448,1.1866666666666668,85.0,65.0,7.0,5.333333333333334,8.0,2.0,56.666666666666664,85.0,60.0,6.153846153846154,57.14285714285714,0.10676123333333334,0.5338061666666667,5.0,0.00393069871794872,0.10219816666666673,26.0,1.8848167539267018,2.827225130890052,0.706806282722513,0.27058414324869123,0.1257658507853403,0.024078102094240852,1.1780104712041886,6.125654450261781,20.026178010471206,12.015706806282722,0.9424083769633509,CAM
Milos Veljkovic,Serbia,Right Center Back,280,226,190,84.070796460177,2.305472606581666,-27.061197683504616,-12.377862538461477,138,-3.1668334144308425,167,171.0,3.0,31.0,3.0,0.6721306666666635,0.003930588693957097,0.6023391812865497,7.0,164.0,0.0,1.7543859649122806,18.128654970760234,1.7543859649122806,4.093567251461988,7.0,57.14285714285714,4.878048780487805,,0.0029192291666666126,0.0233538333333329,8.0,0.004249388888888867,0.0127481666666666,3.0,0.9642857142857143,9.964285714285714,0.9642857142857143,0.21604199999999898,0.007506589285714147,0.004097624999999978,2.571428571428571,0.9642857142857143,2.25,1.2857142857142856,2.571428571428571,CB
Nikola Milenković,Serbia,Center Back,279,228,188,82.45614035087719,7.734081544118696,-34.67485127324876,-13.47038486456503,133,-4.405673142166542,152,171.0,0.0,9.0,0.0,0.22020351874999855,0.0012877398757309858,0.3157894736842105,5.0,166.0,0.0,0.0,5.263157894736842,0.0,2.923976608187134,5.0,60.0,4.216867469879518,,0.002188499999999957,0.0153194999999997,7.0,0.053067083333333105,0.10613416666666621,2.0,0.0,2.903225806451613,0.0,0.07103339314516081,0.00494177419354829,0.0342368279569891,2.2580645161290325,0.6451612903225806,1.6129032258064515,0.967741935483871,2.2580645161290325,CB
Cody Mathès Gakpo,Netherlands,Left Wing,539,136,107,78.67647058823529,-13.907798027822228,10.933686747371516,-1.4870556402253567,82,2.119129866767285,65,102.0,12.0,19.0,8.0,3.0302618034666655,0.02970844905359476,2.0098039215686274,21.0,81.0,15.0,11.76470588235294,18.627450980392158,7.8431372549019605,20.588235294117645,21.0,38.095238095238095,19.753086419753085,60.0,0.04977382514567898,1.3438932789333324,27.0,0.011890515151515135,0.13079566666666648,11.0,2.0037105751391464,3.172541743970315,1.3358070500927643,0.5059806350871984,0.22439776457142843,0.02183972170686453,4.50834879406308,1.8367346938775508,3.5064935064935066,1.3358070500927643,2.6716141001855287,WIDE
Adam Gnezda Čerin,Slovenia,Right Defensive Midfield,390,165,145,87.87878787878788,5.833138282824553,4.779203862562245,5.306171072693398,106,2.274534257365229,135,116.0,2.0,4.0,1.0,0.35353820353333304,0.0030477431339080434,1.0517241379310345,40.0,76.0,1.0,1.7241379310344827,3.4482758620689653,0.8620689655172413,34.48275862068966,40.0,62.5,5.263157894736842,0.0,0.0014155833333333336,0.008493500000000001,6.0,0.003351370370370333,0.030162333333333,9.0,0.46153846153846156,0.9230769230769231,0.23076923076923078,0.081585739276923,0.001960038461538462,0.006960538461538384,1.3846153846153846,2.076923076923077,9.23076923076923,5.769230769230768,0.9230769230769231,MID
Barış Alper Yılmaz,Turkey,Right Wing,468,106,79,74.52830188679245,-11.349338129652113,25.3422428043622,6.996452337355042,60,6.211805421274563,55,72.0,7.0,9.0,5.0,2.098298170499999,0.029143030145833318,1.5416666666666667,37.0,35.0,3.0,9.722222222222223,12.5,6.944444444444445,51.388888888888886,37.0,56.75675675675676,25.71428571428571,100.0,0.053541891696428597,0.7495864837500004,14.0,0.001422387222222217,0.017068646666666604,12.0,1.3461538461538463,1.7307692307692308,0.9615384615384616,0.4035188789423075,0.14415124687500008,0.0032824320512820394,2.6923076923076925,2.3076923076923075,7.115384615384615,4.038461538461538,1.7307692307692308,WIDE
Harry Kane,England,Center Forward,601,104,92,88.46153846153845,-7.217264333097139,22.971783190236845,7.877259428569854,88,5.692212707159581,80,87.0,13.0,8.0,8.0,1.4386242638666642,0.016535911078927174,1.7126436781609196,55.0,32.0,13.0,14.942528735632186,9.195402298850574,9.195402298850574,63.2183908045977,55.0,45.45454545454545,6.25,46.15384615384615,0.001532875,0.0061315,4.0,0.023513307017543783,0.4467528333333319,19.0,1.9467554076539102,1.1980033277870217,1.1980033277870217,0.21543458194342727,0.0009181946755407654,0.06690142262895153,0.5990016638935108,2.8452579034941765,8.236272878535774,3.7437603993344424,0.2995008319467554,FW
Álvaro Borja Morata Martín,Spain,Center Forward,449,112,104,92.85714285714286,-6.860264947270471,22.57190464147975,7.855819847104641,103,6.719103019435431,96,93.0,3.0,4.0,1.0,0.3559685000000001,0.0038276182795698934,1.1827956989247312,65.0,28.0,8.0,3.225806451612903,4.301075268817205,1.0752688172043012,69.89247311827957,65.0,35.38461538461539,10.714285714285714,37.5,0.019080809523809455,0.1335656666666662,7.0,-0.003233817460317438,-0.0679101666666662,21.0,0.6013363028953229,0.8017817371937639,0.20044543429844097,0.0713522605790646,0.026772628062360707,-0.013612282850779417,1.4031180400890868,4.20935412026726,13.028953229398665,4.610244988864142,0.6013363028953229,FW
Josip Šutalo,Croatia,Right Center Back,287,201,169,84.07960199004975,-0.0806387308890902,-31.184821292963523,-15.632730011926306,128,-3.442043458320781,152,150.0,1.0,10.0,1.0,0.14140037833333058,0.0009426691888888705,0.34,9.0,141.0,2.0,0.6666666666666667,6.666666666666667,0.6666666666666667,6.0,9.0,55.55555555555556,11.347517730496454,100.0,0.002558687499999969,0.040938999999999504,16.0,0.0013426666666666333,0.0040279999999999,3.0,0.313588850174216,3.1358885017421603,0.313588850174216,0.04434158205574827,0.012838013937282074,0.0012631358885017107,5.017421602787456,0.9407665505226481,2.822299651567944,1.5679442508710801,5.017421602787456,CB
Timothy Castagne,Belgium,Right Back,365,219,192,87.67123287671232,-11.670760451818245,-19.19293332310767,-15.431846887462964,99,-1.7586955968709082,107,155.0,1.0,11.0,0.0,1.3025300820833317,0.008403419884408592,0.8129032258064516,2.0,153.0,0.0,0.6451612903225806,7.096774193548387,0.0,1.2903225806451613,2.0,0.0,13.725490196078432,,0.007572246111111068,0.20445064499999882,27.0,0.0421773333333333,0.0843546666666666,2.0,0.24657534246575344,2.712328767123288,0.0,0.32117180106164345,0.05041248780821889,0.02079978082191779,6.657534246575342,0.4931506849315069,0.4931506849315069,0.0,5.178082191780822,FB
Žan Karničnik,Slovenia,Right Back,391,190,157,82.63157894736842,2.386617301810213,-20.651106195993965,-9.132244447091873,96,1.2296997569375656,127,125.0,3.0,7.0,1.0,0.9784750987833315,0.007827800790266652,1.08,24.0,101.0,2.0,2.4,5.6000000000000005,0.8,19.2,24.0,62.5,11.881188118811881,0.0,0.018945787158823488,0.3220783816999993,17.0,0.0011794166666666333,0.0070764999999998,6.0,0.690537084398977,1.6112531969309463,0.23017902813299235,0.2252244472902809,0.07413568888235278,0.0016288618925830742,3.9130434782608696,1.381074168797954,5.524296675191816,3.452685421994885,2.762148337595908,FB
Samet Akaydin,Turkey,Right Center Back,342,207,185,89.3719806763285,2.0247594141862364,-32.45934208558122,-15.217291335697494,181,-3.118596845833145,163,150.0,3.0,19.0,3.0,0.8403920636166637,0.005602613757444425,0.5333333333333333,5.0,145.0,1.0,2.0,12.666666666666668,2.0,3.3333333333333335,5.0,60.0,15.172413793103448,100.0,0.003221346666666616,0.0805336666666654,25.0,0.00025758333333335,0.0005151666666667,2.0,0.7894736842105263,5.0,0.7894736842105263,0.22115580621491152,0.021193070175438262,0.00013557017543860524,6.578947368421052,0.5263157894736842,1.3157894736842104,0.7894736842105263,5.789473684210526,CB
Marcelo Brozović,Croatia,Center Defensive Midfield,233,188,165,87.7659574468085,-2.8795501543901865,0.6415963663032189,-1.1189768940434834,156,-0.1208228517508291,164,156.0,1.0,13.0,1.0,0.7684467891666644,0.0049259409561965666,0.8333333333333334,38.0,118.0,6.0,0.641025641025641,8.333333333333332,0.641025641025641,24.358974358974358,38.0,65.78947368421053,7.627118644067797,66.66666666666666,0.03980659090909086,0.4378724999999995,11.0,0.0040107619047618425,0.0280753333333329,7.0,0.38626609442060084,5.021459227467812,0.38626609442060084,0.29682494002145837,0.16913530042918434,0.010844549356223008,4.24892703862661,2.703862660944206,14.678111587982832,9.656652360515022,3.4763948497854082,MID
Jeremy Doku,Belgium,Left Wing,321,118,109,92.3728813559322,-0.9916986620476892,22.63037893394113,10.819340135946725,78,2.4032679361394376,80,105.0,12.0,14.0,8.0,2.9015992277833345,0.02763427835984128,1.6666666666666667,23.0,82.0,13.0,11.428571428571429,13.333333333333334,7.6190476190476195,21.904761904761905,23.0,30.434782608695656,14.634146341463413,61.53846153846154,0.10512903333333337,2.1025806666666673,20.0,0.02424870512820513,0.3152331666666667,13.0,3.364485981308411,3.925233644859813,2.2429906542056073,0.8135324937710283,0.5895085981308413,0.0883831308411215,5.607476635514018,3.644859813084112,6.448598130841121,1.9626168224299065,3.364485981308411,WIDE
Jan Vertonghen,Belgium,Left Center Back,267,207,180,86.95652173913044,12.068316269749658,-25.7576770879025,-6.844680409076422,155,-3.7837800687447434,130,169.0,3.0,15.0,3.0,0.24793720499999938,0.0014670840532544343,0.35502958579881655,3.0,166.0,0.0,1.7751479289940828,8.875739644970414,1.7751479289940828,1.7751479289940828,3.0,0.0,2.4096385542168677,,0.0022839583333333,0.0091358333333332,4.0,0.0021501666666665998,0.0043003333333331995,2.0,1.0112359550561798,5.056179775280898,1.0112359550561798,0.08357433876404474,0.003079494382022427,0.0014495505617977075,1.348314606741573,0.6741573033707865,1.0112359550561798,0.0,1.348314606741573,CB
Kristjan Asllani,Albania,Left Defensive Midfield,285,193,174,90.15544041450777,-0.3480840283372151,7.495788058440609,3.573852015051696,119,1.3301638624512688,160,153.0,8.0,14.0,5.0,0.7375556833333333,0.004820625381263616,1.0718954248366013,38.0,115.0,3.0,5.228758169934641,9.15032679738562,3.2679738562091507,24.836601307189543,38.0,60.526315789473685,11.304347826086957,100.0,0.0025007820512820073,0.0325101666666661,13.0,0.009689749999999938,0.0775179999999995,8.0,2.526315789473684,4.421052631578948,1.5789473684210527,0.23291232105263157,0.010266368421052451,0.024479368421052475,4.105263157894737,2.526315789473684,12.0,7.2631578947368425,4.105263157894737,MID
Mateo Kovačić,Croatia,Left Center Midfield,229,168,152,90.47619047619048,6.948774674806497,13.73345745774768,10.341116066277086,143,1.3168664668336698,141,148.0,9.0,23.0,5.0,0.6770297579166662,0.0045745253913288255,1.2162162162162162,44.0,104.0,4.0,6.081081081081082,15.54054054054054,3.3783783783783785,29.72972972972973,44.0,59.09090909090909,27.884615384615387,100.0,0.014453376666666632,0.4625080533333322,32.0,0.007709479166666644,0.1233516666666663,16.0,3.537117903930131,9.039301310043667,1.965065502183406,0.2660815642467247,0.18177172401746683,0.04847882096069855,12.576419213973798,6.288209606986899,17.292576419213972,10.218340611353712,11.397379912663755,MID
Ondrej Duda,Slovakia,Left Center Midfield,323,175,163,93.14285714285714,2.204248915195356,22.441906289016963,12.323077602106157,156,4.613293277671719,147,142.0,4.0,10.0,1.0,0.8124794873333343,0.005721686530516439,0.971830985915493,79.0,63.0,7.0,2.8169014084507045,7.042253521126761,0.7042253521126761,55.633802816901415,79.0,69.62025316455697,6.349206349206349,42.857142857142854,0.04442877525925917,0.39985897733333253,9.0,0.0009202435897435768,0.011963166666666499,13.0,1.1145510835913313,2.7863777089783284,0.2786377708978328,0.22638747325077427,0.11141581411764684,0.0033333900928792103,2.5077399380804954,3.6222910216718267,22.012383900928793,15.325077399380804,1.1145510835913313,MID
Kai Havertz,Germany,Center Forward,397,114,101,88.59649122807018,-10.940813595700494,24.989872112347324,7.024529258323416,92,4.997634717319516,81,94.0,2.0,9.0,1.0,0.2670243310666668,0.0028406843730496467,1.0,47.0,47.0,10.0,2.127659574468085,9.574468085106384,1.0638297872340425,50.0,47.0,59.57446808510638,12.76595744680851,60.0,0.019202562500000027,0.15362050000000022,8.0,0.001190970588235265,0.020246499999999504,17.0,0.4534005037783375,2.040302267002519,0.22670025188916876,0.060534483113350156,0.0348258060453401,0.0045898866498739425,1.81360201511335,3.8539042821158693,10.654911838790932,6.347607052896725,1.3602015113350125,FW
Dan Ndoye,Switzerland,Right Wing Back,406,110,92,83.63636363636363,-8.620986457047186,18.39020338514888,4.884608464050846,70,5.031899596377334,63,83.0,4.0,5.0,2.0,1.073305087433335,0.012931386595582349,1.3132530120481927,32.0,51.0,8.0,4.819277108433735,6.024096385542169,2.4096385542168677,38.55421686746988,32.0,56.25,23.52941176470588,75.0,0.045636922562500015,0.9127384512500003,20.0,0.019282236964102535,0.250669080533333,13.0,0.8866995073891626,1.1083743842364533,0.4433497536945813,0.23792477307635504,0.2023311837746306,0.05556703755665017,4.433497536945813,2.8817733990147785,7.093596059113301,3.9901477832512318,2.6600985221674875,FB
Illia Zabarnyi,Ukraine,Right Center Back,277,200,184,92.0,11.086866011074765,-22.4770016679844,-5.695067828454815,99,-3.155546712243568,157,173.0,4.0,30.0,4.0,0.7493657641833291,0.0043315940126204,0.7341040462427746,8.0,165.0,0.0,2.312138728323699,17.341040462427745,2.312138728323699,4.624277456647398,8.0,37.5,9.090909090909092,,0.0031267777777777136,0.0469016666666657,15.0,0.0028042916666666,0.0112171666666664,4.0,1.2996389891696751,9.747292418772563,1.2996389891696751,0.24347624107039575,0.015238808664259616,0.0036445667870035237,4.873646209386282,1.2996389891696751,2.5992779783393503,0.9747292418772563,4.873646209386282,CB
Christoph Baumgartner,Austria,Center Attacking Midfield,301,108,98,90.74074074074076,-2.366899381355643,23.325778365780582,10.479439492212473,87,5.187695001622143,79,93.0,7.0,9.0,3.0,1.9688304966666657,0.02117022039426522,1.4623655913978495,60.0,33.0,10.0,7.526881720430108,9.67741935483871,3.225806451612903,64.51612903225806,60.0,48.333333333333336,6.0606060606060606,90.0,0.06316291666666657,0.5053033333333325,8.0,0.011397753333333326,0.2849438333333332,25.0,2.0930232558139537,2.691029900332226,0.8970099667774086,0.5886868594684382,0.15108737541528217,0.08519915282392022,2.39202657807309,7.475083056478406,17.940199335548172,8.67109634551495,0.5980066445182725,CAM
Dávid Hancko,Slovakia,Left Back,375,188,152,80.85106382978722,-9.028229361250942,-6.867839233129314,-7.948034297190127,111,1.5831142815147512,127,109.0,4.0,14.0,3.0,2.5116466077333324,0.02304262942874617,1.4036697247706422,9.0,100.0,2.0,3.669724770642202,12.844036697247708,2.7522935779816518,8.256880733944955,9.0,33.33333333333333,15.0,100.0,0.019636774999999954,0.39273549999999907,20.0,0.001266899999999988,0.006334499999999939,5.0,0.96,3.3600000000000003,0.72,0.6027951858559998,0.09425651999999977,0.0015202799999999854,4.800000000000001,1.2000000000000002,2.16,0.72,3.6,FB
Marcel Sabitzer,Austria,Left Wing,379,173,150,86.70520231213872,0.5141022827753803,13.962042924319933,7.238072603547656,111,2.615627714438635,116,125.0,3.0,5.0,1.0,2.25347935155,0.018027834812399997,1.224,50.0,75.0,5.0,2.4,4.0,0.8,40.0,50.0,42.0,4.0,80.0,0.1365816805555555,1.6389801666666661,12.0,0.014726812500000021,0.23562900000000034,16.0,0.712401055408971,1.187335092348285,0.23746701846965698,0.5351270227955145,0.3892037335092347,0.05595411609498689,2.849604221635884,3.7994722955145117,11.87335092348285,4.986807387862797,0.712401055408971,WIDE
Kaan Ayhan,Turkey,Left Defensive Midfield,360,188,163,86.70212765957447,-5.744244262397455,4.084274457848668,-0.8299849022743939,145,0.6325691798276217,133,140.0,4.0,25.0,4.0,0.4911732330166656,0.0035083802358333257,0.9642857142857143,38.0,102.0,1.0,2.857142857142857,17.857142857142858,2.857142857142857,27.142857142857142,38.0,68.42105263157895,16.666666666666664,100.0,0.009388432770833314,0.1877686554166663,20.0,0.009500562499999962,0.0760044999999997,8.0,1.0,6.25,1.0,0.12279330825416641,0.04694216385416657,0.019001124999999924,5.0,2.0,9.5,6.499999999999999,4.25,MID
Strahinja Pavlović,Serbia,Left Center Back,280,178,151,84.8314606741573,-5.743277820385198,-14.95667267021908,-10.34997524530214,89,-2.604093290304977,123,133.0,1.0,19.0,1.0,1.106976333333332,0.008323130325814526,0.7443609022556391,7.0,126.0,1.0,0.7518796992481203,14.285714285714285,0.7518796992481203,5.263157894736842,7.0,42.857142857142854,7.936507936507936,0.0,0.02116971111111108,0.31754566666666617,15.0,-3.544444444446654e-05,-0.00010633333333339963,3.0,0.3214285714285714,6.107142857142857,0.3214285714285714,0.355813821428571,0.10206824999999983,-3.417857142859274e-05,4.821428571428571,0.9642857142857143,2.25,0.9642857142857143,3.214285714285714,CB
Mert Müldür,Turkey,Right Back,351,169,123,72.7810650887574,2.2631659581931487,-11.88833644929554,-4.812585245551194,105,0.1807630795289934,85,105.0,0.0,8.0,0.0,0.9551978458333327,0.009097122341269834,0.8380952380952381,7.0,98.0,0.0,0.0,7.6190476190476195,0.0,6.666666666666667,7.0,42.857142857142854,8.16326530612245,,0.056427243589743575,0.7335541666666665,13.0,0.019295333333333248,0.07718133333333299,4.0,0.0,2.0512820512820515,0.0,0.2449225245726494,0.18809081196581193,0.019790085470085383,3.333333333333333,1.0256410256410258,1.794871794871795,0.7692307692307693,2.0512820512820515,FB
Otar Kakabadze,Georgia,Right Wing Back,354,172,132,76.74418604651163,-2.191050218769085,8.810216868508627,3.309583324869771,59,1.7892039659329997,88,104.0,9.0,11.0,4.0,1.2038784383333312,0.011575754214743569,1.4326923076923077,13.0,91.0,7.0,8.653846153846153,10.576923076923077,3.8461538461538463,12.5,13.0,15.384615384615385,17.582417582417584,57.14285714285714,0.012516480398550687,0.2878790491666658,23.0,0.013780851851851789,0.1240276666666661,9.0,2.288135593220339,2.7966101694915255,1.0169491525423728,0.3060707894067791,0.07318958877118621,0.0315324576271185,5.847457627118644,2.288135593220339,3.305084745762712,0.5084745762711864,4.067796610169491,FB
Arthur Theate,Belgium,Left Back,255,195,171,87.6923076923077,-1.6605611551832924,-20.234395830224443,-10.94747849270387,147,-1.5825333595095294,121,146.0,2.0,8.0,1.0,0.4700592682666638,0.0032195840292237243,0.678082191780822,2.0,144.0,0.0,1.36986301369863,5.47945205479452,0.684931506849315,1.36986301369863,2.0,50.0,7.638888888888889,,0.012970987179487137,0.16862283333333278,13.0,,,,0.7058823529411764,2.8235294117647056,0.3529411764705882,0.16590327115294015,0.059513941176470395,,4.588235294117647,,0.7058823529411764,0.3529411764705882,3.8823529411764706,FB
Joakim Mæhle,Denmark,Left Wing Back,292,161,135,83.85093167701864,-5.87352280605953,-1.1849647749034529,-3.529243790481491,102,0.6401811685321819,102,112.0,7.0,9.0,3.0,2.0498428399000006,0.018302168213392863,1.2321428571428572,6.0,106.0,2.0,6.25,8.035714285714286,2.6785714285714284,5.357142857142857,6.0,33.33333333333333,19.81132075471698,100.0,0.019503560879629598,0.5265961437499992,27.0,0.0014559999999999667,0.0043679999999999,3.0,2.1575342465753424,2.773972602739726,0.9246575342465753,0.6318008753116441,0.16230703060787646,0.001346301369862983,8.321917808219178,0.9246575342465753,1.8493150684931505,0.6164383561643836,6.472602739726027,FB
Joško Gvardiol,Croatia,Left Back,284,160,144,90.0,0.0081938111627759,-10.511439938549806,-5.251623063693516,95,-2.973187305298733,129,126.0,3.0,19.0,1.0,0.286494999999999,0.0022737698412698334,0.8095238095238095,8.0,118.0,1.0,2.380952380952381,15.079365079365079,0.7936507936507936,6.349206349206349,8.0,50.0,19.491525423728813,100.0,0.007068118055555512,0.1696348333333323,24.0,0.017477722222222235,0.052433166666666704,3.0,0.9507042253521126,6.02112676056338,0.31690140845070425,0.09079066901408418,0.05375751760563348,0.016616144366197193,7.605633802816901,0.9507042253521126,2.535211267605634,1.267605633802817,7.288732394366198,CB
Dominik Szoboszlai,Hungary,Right Attacking Midfield,285,156,131,83.97435897435898,5.381069287466731,2.3142790479770343,3.847674167721882,82,0.1719108942024771,117,93.0,7.0,8.0,4.0,1.7056489483333326,0.018340311272401426,1.3333333333333333,30.0,63.0,4.0,7.526881720430108,8.60215053763441,4.301075268817205,32.25806451612903,30.0,53.333333333333336,14.285714285714285,50.0,0.06768046428571421,0.947526499999999,14.0,0.005278742424242427,0.058066166666666696,11.0,2.210526315789474,2.526315789473684,1.263157894736842,0.5386259836842103,0.2992188947368418,0.018336684210526324,4.421052631578948,3.473684210526316,9.473684210526315,5.052631578947368,2.8421052631578947,CAM
Florian Grillitsch,Austria,Left Defensive Midfield,196,163,146,89.57055214723927,-4.350306124020951,8.387588283212104,2.0186410795955765,141,0.7935728790179744,137,127.0,7.0,19.0,5.0,0.7315521585999989,0.005760253217322826,1.110236220472441,42.0,85.0,1.0,5.511811023622047,14.960629921259844,3.937007874015748,33.07086614173229,42.0,64.28571428571429,12.941176470588237,100.0,0.02516662090256403,0.3271660717333324,13.0,0.010644212121212072,0.11708633333333279,11.0,3.214285714285714,8.724489795918368,2.295918367346939,0.33591680752040765,0.1502293186530608,0.05376413265306098,5.969387755102042,5.051020408163265,19.285714285714285,12.397959183673468,5.051020408163265,MID
Kenan Yildiz,Turkey,Left Wing,340,110,93,84.54545454545455,1.97963017561464,21.758778570867857,11.86920437324125,78,3.7206648154361215,70,89.0,5.0,3.0,1.0,0.1751853333333335,0.001968374531835208,1.247191011235955,31.0,58.0,8.0,5.617977528089887,3.3707865168539324,1.1235955056179776,34.831460674157306,31.0,45.16129032258064,24.137931034482758,62.5,0.011393131578947327,0.2164694999999992,19.0,0.0020365624999999876,0.0325849999999998,16.0,1.3235294117647058,0.7941176470588235,0.2647058823529412,0.04637258823529416,0.05730074999999979,0.008625441176470535,5.029411764705882,4.235294117647059,8.205882352941176,3.7058823529411766,3.7058823529411766,WIDE
Joey Veerman,Netherlands,Left Defensive Midfield,204,169,142,84.02366863905326,-3.082380710436209,7.432602850904941,2.1751110702343666,137,1.125214843859388,128,124.0,7.0,12.0,2.0,0.7778719101999986,0.006273160566129021,1.185483870967742,40.0,84.0,4.0,5.64516129032258,9.67741935483871,1.6129032258064515,32.25806451612903,40.0,65.0,11.904761904761903,75.0,0.0342228189743589,0.44489664666666573,13.0,0.005548703703703682,0.04993833333333313,9.0,3.088235294117647,5.294117647058823,0.8823529411764706,0.3431787839117641,0.19627793235294078,0.022031617647058736,5.735294117647058,3.9705882352941178,17.647058823529413,11.470588235294116,4.411764705882353,MID
Alexander Hartmann Bah,Denmark,Right Wing Back,281,165,147,89.0909090909091,-6.836186248711396,-1.5779346649056631,-4.207060456808528,118,0.3979480983784132,122,115.0,8.0,13.0,8.0,0.7727818962499997,0.006719842576086954,1.0347826086956522,13.0,102.0,2.0,6.956521739130435,11.304347826086957,6.956521739130435,11.304347826086957,13.0,38.46153846153847,18.627450980392158,50.0,0.013158092949999976,0.3289523237499994,25.0,0.0013197,0.0065985,5.0,2.562277580071174,4.1637010676156585,2.562277580071174,0.2475102158807828,0.10535839550711724,0.0021133985765124557,8.007117437722421,1.6014234875444842,4.1637010676156585,1.6014234875444842,6.08540925266904,FB
Ruben Vargas,Switzerland,Left Attacking Midfield,304,120,104,86.66666666666667,-3.520086925761747,3.053051402538866,-0.2335177616114401,79,1.9833759322753295,89,88.0,3.0,8.0,0.0,1.5025858331666675,0.017074839013257584,1.2613636363636365,23.0,65.0,2.0,3.4090909090909087,9.090909090909092,0.0,26.136363636363637,23.0,56.52173913043478,15.384615384615385,0.0,0.08710358254166664,1.3936573206666663,16.0,-0.006431366666666641,-0.032156833333333204,5.0,0.888157894736842,2.3684210526315788,0.0,0.4448444900822371,0.4125959173026315,-0.009520115131578908,4.7368421052631575,1.4802631578947367,6.809210526315789,3.848684210526316,2.9605263157894735,CAM
Saša Lukić,Serbia,Left Defensive Midfield,205,150,141,94.0,-0.0497947020693146,14.122868752687609,7.036537025309146,124,1.7905822601205612,134,129.0,0.0,7.0,0.0,0.379154250000001,0.0029391802325581477,0.8527131782945736,37.0,92.0,5.0,0.0,5.426356589147287,0.0,28.68217054263566,37.0,86.48648648648648,14.130434782608695,100.0,0.019409107142857106,0.2717274999999995,14.0,0.0174562083333333,0.0698248333333332,4.0,0.0,3.073170731707317,0.0,0.1664579634146346,0.11929499999999979,0.03065480487804872,6.146341463414634,1.7560975609756098,16.24390243902439,14.048780487804878,5.7073170731707314,MID
Cristiano Ronaldo dos Santos Aveiro,Portugal,Center Forward,489,101,89,88.11881188118812,-4.895122527079171,20.473394740072408,7.789136106496617,80,5.253939660201392,74,80.0,6.0,7.0,3.0,0.24112362235000093,0.0030140452793750118,1.35,44.0,36.0,6.0,7.5,8.75,3.75,55.00000000000001,44.0,59.09090909090909,11.11111111111111,83.33333333333334,0.00340691666666665,0.0136276666666666,4.0,-0.0025388333333333066,-0.038082499999999596,15.0,1.1042944785276074,1.2883435582822087,0.5521472392638037,0.044378580800613666,0.0025081595092024418,-0.0070090490797545275,0.736196319018405,2.7607361963190185,8.098159509202453,4.785276073619632,0.736196319018405,FW
